Rating,Review_Text,Usability,Price,Size,Service,Quality,Aspect_Terms,Aspect_Sentiment
0,"disappointed: i purchased this watch about a month ago and am very disappointed. one of the gold bees came off of the watchband this week, which left the band with a big rip where the bee was. the watch hands come out of the middle of eeyore's head, so it is impossible to see all of eeyore.",,,,,came off ,came off ,NEGATIVE
1,make sure you know if it is driver or passenger side: easy return. bummer that it does not indicate if it is driver or passenger side. will try and reorder the correct size.,,,size,return,,"size,return",POSITIVE
0,"this charger feels like a vending machine toy.: the delkin battery seems average, but upon opening and plugging in i felt the charger...roughly the  of a piece of printer paper. very poorly made, to say the least. still looking for an alternitive brand.",,,,,poorly,poorly,MIXED
0,"dissatisfied & disappointed: i purchased this for my young granddaughter to wear at night instead of a case on a band. when i opened it, i found it to be maybe as large as a baby's bootie (maybe), made from material i would expect an inexpensive christmas tree skirt to be made from (the white ones w/very small colored stars applied w/a glue gun), and the method of attachment is a large safety pin (a diaper pin without the decorative pink/blue top)that i feel sure will pull free from the flimsy material after a few nights. including shipping, i paid $21.95 for this misrepresented ""sleepeze"" insulin pump holder.",,"inexpensive,paid,",large,misrepresented,"material,flimsy","inexpensive,paid,$,large,misrepresented,material,flimsy",MIXED
0,"eh: the silver ""metal"" paint wore off within a few months and the plastic clip broke off so it can no longer be clipped to a pocket. also, the turning mechanism that exposes the pen tip no longer turns without great effort. i bought this for my boyfriend and he got a few months of use out of it, but now it's basically junk. neat design and fine quality of sound, but not lasting.","turning,use",,,,"metal,broke,quality","turning,use,metal,broke,quality",MIXED
0,not thrilled at all: this one was a flop. i bought one for my son and one for my daughter. my daughters stopped working right away. my sons will play but it skips a lot. so i am looking to replace them with something with a little better quality.,working,,,,quality,"working,quality",MIXED
0,"did not work: this product did not work for me at all. i bought two of them and used them all and i saw no change. besides them not working, the horrible herbal smell seeped though my skin and came out though my urine and feces.","work,used",,,,smell,"work,used,smell",MIXED
0,"poor design: i ordered this and another umbrella from the same company. this one the 10"" eclipze has a horrible design and it arrived broken. the other eclipze 15"" is a great umbrella. both have are the same size in the canopy but the 10"" has shorter handle and it would be hard to open and shut - if it had worked properly. the 15"" has an automatic open feature that is great. the shade it provides is wonderful and it takes the heat out of standing in the sun.",worked,,size,,"poor,broken","worked,size,poor,broken",MIXED
1,gift for a friend: didn't have a problem with anything. the delivery time was accurate. it was a gift for a friend. as far as i know he's enjoying it.,,,,delivery,,delivery,POSITIVE
1,"big and heavy duty: i do finishing work that requires short term storage of flammable brushes, rags and product cans that i do not trust in the regular trash containers. this size container will hold a lot of material. the lid closure is very positive. shipping was fast and product was not dented at delivery. empty every day!",work,,"big,heavy,size","shipping,delivery",,"work,big,heavy,size,shipping,delivery",POSITIVE
1,"good product: same as shown in picture, good quality and works well. price is average and fast service to door to door.",works,price,,service,quallity,"works,price,service,quallity",POSITIVE
1,"great, made of metal, made in america: two major things make me choose my five star rating, it's actually made of metal and it's made in america.this is exactly want i wanted to store oily rags in my home garage until i can dispose of them properly.",,,,,metal,metal,POSITIVE
1,"home shop: i have a home shop, wood/ metal. build lots of picture frames, small furniture, and metalsmithing. this is about the right size for a small home shop to dispose of for oil rags, solvents and epoxies.",,,size,,,size,POSITIVE
1,"satisfied: this is a great product. i received it in a timely manner. not much to say. you really cant go wrong in receiving this. but it will help to keep your workshop from catching fire, and that is what i need.",,,,timely,,timely,POSITIVE
0,unattractive fit: i got these for my daughter as her swim yeam uniform. they are a terrible cut. they look really like old school gym shorts.,,,fit,,,fit,NEGATIVE
0,not as advertised: i was looking for some gym shorts for my little girl. these said they were for children. the shorts were adult size. i was stuck with them as to ship them back would cost more that i paid for them. i threw them in the garbage.,,"cost,paid",size,"advertised,ship",,"cost,paid,size,advertised,ship",NEGATIVE
1,great fit: these shorts are a great fit. no problems at all. great light work out shorts. no complaints and they have a great color selection.,,,fit,,,fit,POSITIVE
1,"comfortable, not very flattering: these shorts are true to size and comfortable, i'm fairly short but i'm not skinny so i ordered a small hoping they wouldn't be too tiny and they weren't. they're true to size but somewhat unflattering, i would never wear them out of the house.",comfortable,,"size,short,skinny,tiny",,,"comfortable,size,short,skinny,tiny",POSITIVE
1,misunderstood description: i ordered the junior size small which i thought was for my 8 year-old. what i got sent was labeled adult small. not looking forward to returning and now waiting a whole week again for new ones. a little upest.,,,"size,small","description,misunderstood,waiting",,"size,small,description,misunderstood,waiting",MIXED
0,"be careful: the way the products are linked together is misleading. all the sizes on the page make it very hard to tell what are the junior and what are the kids sizes. thought i was ordering one, got the other. price and quality where great though. i would have spent more sending them back than i spent buying them. so i have 3 pair of worthless shorts now.",,"price,spent",sizes,misleading,quality,"price,spent,sizes,misleading,quality",NEGATIVE
1,"fits well and comfortable: these are very comfortable! i was a little leery of ordering the ""small"" which is my normal size since i saw reviews that indicated that these are sized for juniors and not adults. however, what i got was a standard adult small. i noticed that some sizes in the drop down were labeled ""junior,"" some were labeled ""adult,"" and some where unlabeled. i ordered small with no label and they fit great! the waistband on mine is the same color as the rest of the short, not white like in the picture, but it does not make a difference to me.",comfortable,,"fits,small,size",,,"comfortable,fits,small,size",POSITIVE
1,"love'em, but carful when ordering...: my daughter is a dancer and she loves this shorts. the only problem was when ordering, 3 of them didn't specify if it was youth size or adult size, and we got the youth size when we wanted a adult size. be careful cause know i have to return them and see if the colors are available in the adult size.",,,size,"specify,return",,"size,specify,return",POSITIVE
0,way too small: is this a joke or what? these aren't an adult x-large they are a childs medium. it won't pay to send them back because of the shipping so i wasted $7.99 on a cleaning rag.,,"pay,","small,x-large,medium",,,"pay,$,small,x-large,medium",NEGATIVE
1,"nice shorts: my daughter is happy with these shorts.they are good quality, and wash nicely. they arrived quickly too.very happy.",,,,,quality,quality,POSITIVE
1,"great exercize shorts: originally bought soffe shorts for gymnastics many years ago. they are cool, allow freedom of movement and fit enables them not to get caught on equipment or spotters. now wear them daily for walking, lounging and sleeping--very comfortable.","wear,comfortable",,fit,,,"wear,comfortable,fit",POSITIVE
0,"even the large is too small for a child: i ordered 4 pairs of large, and the shorts are way too small -- might fit a 10 year old!",,,"large,small,fit",,,"large,small,fit",MIXED
1,"great except for mistake on my part.: the only thing i can say bad about these shorts is my own mistake. these are the kids size ! instead of being kind of loose mediums they were small enough to be underwear ! luckily i'm a dancer so i just used them rehearsals and it worked out great but i suggest you make sure you know what size you are ordering because they aren't for adults their the little kids size... other than that authentic, great no complaints and shipped fast quicker than when they told me they would arrive! great price too.",worked,price,"size,mediums,small",shipped,,"worked,price,size,mediums,small,shipped",POSITIVE
0,"exercise outside: it was my mistake. i didn't realize that this item was ""junior"" so of course they didn't fit. i didn't have a packing order so i couldn't return them. i'll find some small person to give them to.",,,fit,"return,packing",,"fit,return,packing",NEGATIVE
1,"very comfortable: it was a little difficult to figure out the sizing when ordering, but i guessed correctly. these are made from a very comfy cotton/poly blend, and are color-accurate. the cut is a little strange--very high in the waist, not a lot of space in the groin--but they're still fine despite it. the unwrapped waistband might not be comfortable with extended wear, but i've had no problem with it yet.",comfortable,,sizing,,cotton,"comfortable,sizing,cotton",MIXED
1,"a little bit big..: i love soffe shorts and wear them all the time, but when i ordered these they were a little bit bigger than i thought they would be. if i were to order them again i would go down a size.",wear,,"big,bigger,size",,,"wear,big,bigger,size",POSITIVE
0,"watch out for a fake!: if you are really serious about japanese pvc toys you need to do your research. when i bought this item it turned out to be a fake reproduction of the enter brain item. enter brain did have details about the fake and what to look for on their site as bootleggers (typically honk kong and tai) had replicated everything down to the box art. there are a few tell tale signs to look for. chances are, the seller doesn't even know they are selling a bootleg. buyer beware? i kept the fake to remind me about what happens when you rush into something that looks too good. $99 for a fake...?",,,,"fake,seller",,"$,fake,seller",NEGATIVE
1,"perfection!: i've always used stant as replacement parts on cars and trucks, and i was pleasantly surprised when i found this one for the old honda goldwing i'm restoring. that, plus the great price at amazon.com, and it's perfection!",,price,,,,price,POSITIVE
1,"works great: great price and works great. i was having some overheating issues, i changed everything else, nothing worked, until someone asked me if i had a cap with the lever, i did so i ordered an oem. this was the solution. next time i'll start with this.","works,worked",price,,,overheating,"works,worked,price,overheating",POSITIVE
1,nice comb.: i bought this comb along with the detangler version. this works well. but feels a little sharp in my scalp. i like the detangler one really well but they both work fine.,"works,feels",,,,,"works,feels",POSITIVE
0,dead after <200hrs: bought this from amazon because i thought oem part would be more reliable and amazon would stand behind it...wrong..dead after 5 months . amazon doesn't take returns after 30 days and directed me to nec who never answered my email. this time i'm going with a knock off which is much cheaper and comes with a 6 month warranty from the seller. total rip off on this item from amazon..for that price a faulty product should be replaced.,,price,,"reliable,returns,email,warranty,seller,faulty",,"price,reliable,returns,email,warranty,seller,faulty",NEGATIVE
0,"never again: i too bought this lamp thinking i was getting an oem replacement lamp for my nec lt240 projector. this lamp only had 40 hours on it when it stopped outputting any light whatsoever.i have arranged for an rma but would have preferred to have had a lamp for the next 2000 hours of enjoyment. now i am more likely to spend my time searching for a different projector, as i cannot seem to find a reliable replacement lamp for the system i have now.completely disappointed. first i bought a chinese fake from ebay $200), i thought amazon would be more reliable. goes to show, you never know.",,,,"reliable,fake",,"reliable,fake",NEGATIVE
0,don't bother!: i bought this for my sony hdr cx 500. it was worthess because itdid no focus at the camera zooms. i sent it back and bought the soundy lense which i a littl big but works fine.,works,,big,,,"works,big",MIXED
1,nice drum for the price!: this drum has endured some beatings from 2 kids and it still has not broken. it is an excellent quality drum for the price. sounds great too.,,price,,,"broken,quality","price,broken,quality",POSITIVE
1,"great quality drum: this drum is a great size and quality for my 7 year old son. it's well made and has a wonderful sound. it has the sound of a real drum, not a child's toy. my son is very happy with it and i think it'll last a very long time.",,,size,,"quality,","size,quality",POSITIVE
0,can't beat this price!!!!: product perfect and so is the price. i plan to purchase the entire series right here. thanks,,price,,,,price,MIXED
0,it shipped fast and was sealed: the package came faster then i thought especially right before christmas. also it came sealed which was great.,,,,"package,sealed",,"package,sealed",MIXED
0,"not advertised size: the chair was much smaller than the dimensions listed on the site. it should not be listed as a ""teen"" chair since my 125lb. 14 year old could not fit in the chair. the chair was returned to homevisions and the cost and shipping were gladly refunded.",,cost,"size,smaller,fit","advertised,refunded,shipping",,"cost,size,smaller,fit,advertised,refunded,shipping",MIXED
1,james brown: ordered this for my mom at christmas. it was here really fast and she enjoyed it the price was very good also.,,price,,,,price,POSITIVE
0,"nice look, poor quality: it appears more effort was put into creating the look of this system than into making it sound good. the sound quality is no better than an alarm clock. the remote controller controls so few functions that it is impractical. digital tuning is nice but w/o presets it's not very user friendly.",functions,,,,quality,"functions,quality",NEGATIVE
0,"dont be fooled: this product looked cool, but it is just cheap made too fool customers with its smooth looks and great reduced price. they sound is horrendous, with a loud undercurrent of statick. dont be fooled by the price and cool exterior.",,"cheap,price",,,,"cheap,price",NEGATIVE
0,"piece of junk: we live in europe, where electronics are super-expensive, and i bought this item in a major department store when i was in the states. i was lured in by its low price and original design, and was sold on the 110-220v adaptability. well, don't be fooled. when i plugged it in and turned it on, sparks flew - literally. i cannot even get it serviced here, nor can i return it, obviously.save your money.",,"expensive,money",,"serviced,return",,"expensive,money,serviced,return",NEGATIVE
0,"one word.........terrible: i bought my stereo at the army and air force exchange service(aafes) store and after two months, the right speaker broke. i bought it because of the design and value. it cost 40.00 without tax. i will buy a better 100.00 sony stereo as a replacement.",,"cost,tax",,,broke,"cost,tax,broke",NEGATIVE
1,"sovreign silver: this was a second purchase for me of this product. i was happy to find it here a bit cheaper than the health food stores. i also have bought the larger 8 oz bottle. this stuff answered my own little prayer. many think of it as hogwash...i say, try it. sometimes it just may cure what ails you. i will buy this again, esp the nasal spray...very convenient to use!",use,Money,large,,,"use,cheaper,large",POSITIVE
1,"it's fun.: bought it as a present for a 10 year old. reviewed it first and liked it a lot. it's funny and a good lesson in ""everybody makes mistakes"" and mistakes can be very funny.",fun,,,,,fun,POSITIVE
0,no good.: it somewhat fit the celica i got it for but no place for the cup holders so i still have a open hole and it does not look good.,,,fit,,,fit,NEGATIVE
0,"not the best: i bought this cap because the old cap did not seal well or the spring was weak, anyway it let the coolant boil out if the engine got too hot. this cap was an improvement but still had the same issue only to a lesser extend, it boiled out less frequently.",,0,,,weak,weak,NEGATIVE
0,"very good low cost headset phone for home business: i was looking for a low cost headset phone my my home business and this is a very good product. i'm using it with a voip service and it works just fine. for the most part, i have always had good luck with panasonic. in the near future, i'll probably recommend it to the other offices that are looking for very good, low cost phones.",works,cost,,,,"works,cost",MIXED
0,"warning: do not buy this phone!: i did not heed earlier reviews regarding the battery power problem with this phone. i should have. in 2 months i have replaced the batteries 3 times; this last time they only lasted a few days! panasonic customer service actually had the nerve to suggest i replace them again with panasonic brand batteries (instead of the new duracell alkaline aas i used). now i have to package it up with the incvoice, the reason for return on a separate page, go and post it at my expense and wait for them to send me a refurbished replacement. is it so difficult to simply make a telephone that does what it's supposed to do? another inexcusable annoyance is that, as a wall phone, it attaches only in 1 place, which causes it to swing if you move/walk while using the handset. don't buy it!",,expense,,"service,,return,refurbished ",,"expense,service,return,refurbished",NEGATIVE
0,"cheap components: do not buy this phone. i bought this phone in april. by the end of june, the rocker button (up-down-left-right) didn't work and the time display would resent to 000 when you tried to review calls. there was no way to clear/fix the display and i was outside of the return window to send it back. by the end of july, none of the buttons worked. i would give this product no stars if this tool would let me.","work,worked",cheap,,,,"work,worked,cheap",NEGATIVE
0,"poor mouthpiece pickup: need to hold my mouth very close to the headset when speaking. if not, the other party often has difficulty hearing me. this also becomes unsanitary. do not recommend this product.",hold,,,,,hold,NEGATIVE
0,"what a disappointment: what a bad experience. i received this phone as a gift. the redial and caller id functions did not work. panasonic told me to mail the phone to them for replacement. i paid $10 to do so; i asked for a reimbursement and got no response. got a new phone from them. the redial worked for 5 minutes and now does not work. no caller id. i give up. the most basic functions -- calling, volume, receiving calls--work fine.","functions,work",,,"reimbursement,response",,"functions,work,$,reimbursement,response",NEGATIVE
1,"perfect for seniors: my senior husband is a little technology challenged. the old style phone is perfect for him, yet has the speaker which he likes and can be programmed like the cordless and cell phones. can't beat the price either.",programmed,price,,,,"programmed,price",POSITIVE
0,great phone: i like the buttons. good size and feel when you press them. the display is good and clear. speakerphone is good quality.,,,size,,quality,"size,quality",MIXED
0,"dial tone after hangup hurts: the one serious issue i have with this phone is that when using the headset jack, a few seconds after you hang up, it emits a dial tone burst through the headset. this may actually be loud enough to be painful, depending on your ears, your headset, and the volume settings of the phone and the headset (if it has a volume setting). but regardless of whether it hurts, it is annoying. i am going to try to replace this phone with a plantronics t10 due to this problem. obviously i don't know whether this problem is just with my unit or is present in some or all other units. one other reviewer (under a different listing of the same product but in back) has reported a problem that sounds the same.",hurts,,,",reported",,"hurts,reported",NEGATIVE
1,"excellent quick wax solution: i just used this product recently on a friends car. he lent me his ""extra"" car while my car was in the shop. it was a 2001 mustang that usually sits about 85% of the time. i decided to wash the car and found the nxt generation sprax wax with my car cleaning supplies. (i purchased it approx 1.5 years ago and forgot about it)and misted while the car was almost dry. it left an incredible shine on an other wise dull paint. it made a marketable difference in literally 15 minutes. i can only imagine what the finish would look after a proper clay, polish and wax with nxt as a booster.",used,,,,,used,POSITIVE
0,"dangerous!!! : do not buy these!: we bought these for my son and within a minute of riding his bike the ""tire"" on one of them split in two and fell off... as did my son. thankfully he wasn't going too fast.i have only heard good things about bell products, so i assumed it was just that we got unlucky and so we bought a replacement set. this time the tire came off the wheel altogether and i am very, very thankful that i was running alongside my son as he raced down a hill so i could catch him before he face planted on the asphalt. these are flawed and dangerous. i do not recommend that anyone buy these!!!!!!!i will be contacted bell about them when their office opens on monday. if i could give this review a zero i would.",riding,,,contacted,,"riding,contacted",NEGATIVE
0,"awful: i got these training wheels for my son. i did get them to fit on his bike, but they are horrible. the slip out of place, are unstable and did not keep the bike upright. rather than giving him confidence on the bike, they made him less sure of himself.",unstable,,,,,unstable,NEGATIVE
0,"don't last: these wheels don't last. the rubber came off one after the first day and i couldn't keep it on my son's bike. i kept putting it on, but finally it came off and we couldn't find it. he road on just the platic and it worked better. of course it was about 4 days until the rubber on the other tire came off and the plastic started to wear down. these are horrible and a waste of time and money............ the cheap cheap plastic ones are much last a lot longer with less issues.",worked,,,,rubber,"worked,rubber",NEGATIVE
0,"not a good product: i bought these training wheels for a 20"" girls bike and agree with the other two reviewers that this product did not work and made my child less sure of herself. even with 'pre-loading' the springs, the bike seemed like it was going to tip over if the grade of the road changed. i would not recommend this product and returned it within three days and purchased steel training wheels. they have made a huge difference.",work,,,,,work,NEGATIVE
0,"terrible!: i bought these for my son and they say on the package that they will work on a 20"" bike, the directions show what should be a hole to attach them for a bike that size - problem? the actual product doesn't have the hole that is shown in the directions for a 20"" bike! we put them on anyone thinking that maybe the directions were wrong since the packaging claimed they would work and the wheels just kept bending upwards and the bike tipped over. so now i am looking for new training wheels and my little guy is reluctant to even try again.",work,,"size,",packaging,,"work,size,"",packaging",NEGATIVE
0,"an other bad design, it doesn't hold the the : my 80 pound daughter feel with these as they spring/coil is to flimsy!!! original idea but not practical and safety hazard for the kids.",design,,"pound,",,,"design,pound",NEGATIVE
1,worked ok: worked fine. advertising didn't explain what you get very clearly- i only needed one of the chargers but bought the kit because at the time i couldn't tell if i needed an adapter.,worked,,,advertising,,"worked,advertising",MIXED
0,"it doesn't ""standout"": i bought this tape because the ""technical details"" said it had a ""9 foot standout""; it has a ""4 foot standout"". if you want a ""9 foot standout"" buy a stanley fatmax. -- by the way, i own over 10 stanley tapes; they are the best on the market.",,,foot,,,foot,MIXED
0,"not pink: im disappointed, no matter where i order these dumb things it's always boy colors. this seller said they are specifically pink. mine are 3 ugly colors on one pacifier. it looks like they made it with whatever parts are left at the factory. not pink.",,,,seller,,seller,NEGATIVE
0,"don't buy it from amazon !!!: they do not ship you anything that is in the photo or description; no compression gauge, no hose, no adapters. all they ship is one little valve about 2.5"" long that goes to some air-gun system. nothing else. i emailed asking them to look at the product's page to verify the photo and description, then ship me exactly what is in the photo and description, but they just sent me another useless valve. save yourself the disappointment and aggravation.",useless ,,,"ship,description,emailed",,"useless,ship,description,emailed",NEGATIVE
0,"customer service non-existent: i purchased an 8 foot ballet bar for my daughter. i checked the package for all the parts since the box had been damaged during shipment and they all were there. when i tried to put it together christmas eve,the holes were not placed in the bar that was sent to me to attach the legs. there were no instructions as to where the holes should be, so i contacted amazon and the seller (on christmas eve). still have not heard back from the seller...and it is now new year's day. i submitted this review before, but it was not posted.",,,foot,"customer service,package,box,shipment,instructions,contacted,seller",damaged,"foot,customer service,package,box,shipment,instructions,contacted,seller,damaged",NEGATIVE
0,"did not like: it made my hair soft, but i had to use a lot just to get my hair clean. i doesn't lather.",use,,,,,use,MIXED
0,shampoo: i had used up an earlier bottle that was truely herbal and based on yucca without all the bad petroleum products that are poisoning us. imagine my horror at receiving this expensive bottle full of all those products! another good product bites the dust! what a betrayal.,used,expensive,,,,"used,expensive",NEGATIVE
1,"lather?: being the container says shampoo on it i would think it would lather, it doesn't. they even sent me a new bottle just in case there was a little mix up at the plant. the new one doesn't lather either. i personally don't like shampoo that doesn't lather. it has the same look, smell, and consistency of the conditioner. did anyone else try this shampoo? does it lather for you?",,,,,lather,lather,MIXED
0,"piece of crap!!!!!!!!!!!!!!!: the rotating center axil bar bar was rusted on the inside. the whole thing snapped causing the lift to fall, almost killing my 2 year old.",,,,,rusted,rusted,NEGATIVE
0,great product!: i bought this item to use to lift the top off my 4 door jeep wrangler. it works perfect! the only reason i didn't give it a 5 star rating is there is a design flaw. when you tighten the j hooks down it causes the bar to rotate. there is no way to fix this problem. other than that the product is great.,"use,works,design",,,,,"use,works,design",MIXED
1,"cheap drive mechanism / brace - otherwise good: easy to put together and install. my garage ceiling is 11' and it will not come all the way to the floor, but that is okay by me and is easy to load. the brace that hold the drive mechanism flexes a lot when putting the rack up. when i first start it really seems like it is going to break and i have not overloaded it at all. with the provided handle it goes up and down very slowly, so i tried to use a drill... works, but not very well. the hook on the handle easily hits the mechanism lock and the first time i used a drill it bent the locking mechanism pretty bad. i straightened it back out and no matter how slowly i used the drill the hook kept hitting the lock.sounds like i'm not happy, but i really am. i am going to buy 1 or 2 more to store hurricane shutters over my garage door area which will save me tons of space, time, and energy when a big storm approaches.",works,cheap,,,break,"works,cheap,break",POSITIVE
1,great product: great product...just replace all the bolts with better ones...use washers too...drill out the holes in the bracket before you hang it up...hang the middle part 1st with some screws loosly and then attach the extenders...make sure the width of the roof rafetrs are spaced at the right distance...use a drill gun to raise and lower = easyi use it to lift stuff up the other over head rack system that is stationaryww,use,,,,,use,POSITIVE
1,good product with a couple of small changes: good product and fairly priced. i changed the lag screws they provided for some a little longer. did not feel comfortable with the ones sent. also added nuts and bolts to the end of the supports to stabilize the support bars. if you have a high ceiling the unit will not come to the floor unless you replace the cables. my garage is about 11 or 12 feet and unit ends up 2 to 3 feet off the floor for loading which is not an issue.,comfortable,priced,"high,feet",,,"comfortable,priced,high,feet",POSITIVE
0,"not bad: pretty easy to install. very useful, little hard to crank up when it's loaded down but overall pretty cool product","install,useful",,,,,"install,useful",MIXED
1,"must have for storage: if you have high ceilings in your garage and lots of stuff you need this. simple to install, simple to use it gives you lots of valuable space. but you need ceilings at least 10 feet high to make it worth it","install,use",,"high,feet",,,"install,use,high,feet",POSITIVE
0,"fire your instructuions writers...: original review is below. i'll increase this by 1 star up to 4 for every week this continues to function. it'll never get 5 stars. absolute worst instructions i've ever seen. will i buy more, yes. now that i don't need instructions i can install this in less than an hour.*******************************************************************************************************************i'm not done with this yet. i fiddled with most of the afternoon yesterday only to resort to instructions posted on an amazon review. hire that guy to write your instructions and fire everyone else. when i'm done installing this mess today, i might change the rating if it works. all i gotta say is that it better clear 24"" as it says or i might be ripping it from the ceiling and leaving it on the curb for trash. seriously racor...with all the bad reviews on your instructions, do something about it.","function,install",,,instructions,,"function,install,instructions",NEGATIVE
1,"great for train layouts or any storage need...: i purchased this lift to hold a train layout mounted on a 4'x6' plywood board. it works great. it keeps it out of the way when it is not in use, and when my grandson visits it lowers easily. best of all, i can lower it to his height so he can see the layout and enjoy it. it was fairly easy to assemble. i use a high torque battery operated drill to raise and lower the unit. the unit is well made.","assemble,use,works",,"lower,height",,,"assemble,use,works,lower,height",POSITIVE
1,"good overall product: this is a fairly good product, probably best suited for a relatively high garage ceiling (depending upon what you place on it you may find it not at an elevation to your liking).pros: good solid construction. elevation mechanism works well. assembly not too teribly hard. good platform spacecons: heavy, i probably should have had help during the installation.one of the end caps would not fit in the tube due to unfinishing during the manufacturing process.the cross bar that is responsible for the lowering and raising the platform is securly fitted on one side via the hoist mechanism, but just sits in a larger opening on the other. because of this, it moves around in the opening. i would like to see a part made to fit the other end rather than the ""washer"" method of keeping it falling out.",works,,"high,fit,lowering,fitted",,,"works,high,fit,lowering,fitted",POSITIVE
1,racor heavy lift: racor phl-1r pro heavylift 4-by-4-foot cable-lifted storage rackproduct new as stated and delivery was quick and prompt. does everything i expected it to do and functions well. make sure you square it properly or a good amount of adjustments will be required. instruction vague and not well explained. very happy with product.,functions,,"heavy,foot","delivery,instructions,explained",,"functions,heavy,foot,delivery,instructions,explained",POSITIVE
0,good out of the way storage area: the storage rack was easy to install and easy to use. why 4 out of 5 stars...cranking the rack up and down takes a little doing.,"install,use",,,,,"install,use",MIXED
1,storage rack just what we needed.: the storage rack works like a charm. installation was relatively easy. it was also less expensive than others we checked on the net.,installation,expensive,,,,"installation,expensive",POSITIVE
0,"cable-lifted storage rack: the rotor loop metal, where it hooks to the turn shaft, wears out quickly, the more wait the faster it wears out. this is a fundamental failure for the durability and operation of this product.although it's rated capacity of 250 lb the components do not support durability. this products would be excellent for 75 lb.",,,,,"metal,durability","metal,durability",NEGATIVE
1,great space saver!: the product take a little bit of work to put up but it is so worth it. i put it up by myself in a few hours but it would go faster with 2 people. the price from amazon was very good and the free shipping you can't beat.,"work,",price,,shipping,,"work,price,shipping",POSITIVE
1,"good product for the money: the lift works as advertised. i would agree with others that the heads on the bolts that come with the lift easily can be torked off, but if your careful they'll work ok. (racor obviously knows this, because it is the only hardware in the box they send you a few extra of).it does take a while to install - this is not a 20 minute project.the lift itself does the trick.","work,install",money,,"advertised,box",,"work,install,money,advertised,box",POSITIVE
1,"pro lift storage rack: nice rack. we found this lifter in the sky mall magazine on a flight, then ckecked it out on amazon ($80 less). i store my motorcycle trailer on it during the winter months. the specs are a bit miss-leading. it states that it works for ceiling to 10 feet. at 10 feet the lift platform does not reach the floor. the maximum lift is more like 8 feet.",,,feet,"specs,miss-leading",,"$,feet,specs,miss-leading",POSITIVE
1,"worth the effort: despite the fact that it looks ""so easy"" to put up, it really needs 2 strong people to be able to hold the heavy brace in place to drill the holes in the garage ceiling. we ended up using other screws than the ones that came with because their heads did not fit into place in the key hole type hole. if you do use those screws you must have a metric rachet set.the pulley takes a while to take the platform up.but after it's up, it holds a lot that now doesn't have to be on the floor of my garage.",hold,,fit,,,"hold,fit",POSITIVE
0,"don't buy this product: this is a great product-in theory. in practice, it is very difficult to install, especially if you are trying to do so alone. the supplied j hooks are too short-in some cases not long enough to include the washer-and the crank requires herculian strength to raise the rack when it is fully loaded (at less than 250 lbs.) i called racor complaining about both the short j hooks and stiff crank gear box, and they sent me replacements. exactly like the originals.given the difficulty of raising the rack, it is not worth the extreme effort required to install it. i would recommend instead installing fixed celining racks and using a ladder to load and unload them.",install,,"short,long",,,"install,short,long",MIXED
1,"heavy lift installation: the heavy lift works well. i would suggest using a 2 x 4 accross the joists for installation vs what the manual suggests simply because the joists will never be parallel enough to make sure the arms are square. once i found the joists, it went up easy and works well. it would be better if they gave you a couple of more feet of cable. if you have higher than an 8' ceiling, it does not come close to touching the ground. overall, i am satisfied with it and would recommend it.","works,",,"heavy,feet,higher",,,"works,heavy,feet,higher",POSITIVE
1,solved a big storage problem for us: the racor pro heavy lift solved a storage problem for us. now the 24 ft. extension ladder can be taken up and out of the way and also provide ease for getting it in and out of our garage. my husband and a friend installed it and it works wonderfully.,"install,works",,"heavy,ft",,,"install,works,heavy,ft",POSITIVE
1,easy to install- works great- hardware not the best: after i finally decided where and how to install this in the garage- it went up rather quickly. the only thing that i could say bad about it is the j-hooks really aren't long enough- but still work. holds alot of . i put a 100+lb. generator and alot of other things on it and it seems to hold it no problem.going to buy another one soon.,"install,works",,long,,,"install,works,long",MIXED
1,"works great... install is a pita: i purchased two of these units and installed them in my garage. so far they work great and haven't come crashing down so that is a good sign. install was quite the adventure mostly due to the construction and framing of my garage. there are lots of parts and pieces to this kit which requires assembly and you will definitely need two able bodied people to install these. the bars have to be mounted 48"" appart so make sure you have located your joists and plan accordingly. ideally your joists will run on 12"", 16"", or 24"" centers so you can bolt the rails on separate joists but you can also run perpendicular to the joists as needed. my garage ceiling is finished drywall and installation took several hours. i'm glad i purchased these but they are certainly staying with the home whenever i decided to move.","install,work,installed",,,,,"install,work,installed",POSITIVE
0,installation nightmare: the installation instructions for this were a nightmare (major translation issues - we tried both the english and spanish versions - both were bad) and many of the nuts and bolts required for assembly were not included in the package. the bolts that are included are all metric sizes making finding the appropriate size nuts difficult. all in this took over 5 hours and 3 trips to home depot to install. if you can get through the installation its a decent storage shelf but not sure it is worth the headache.,installation,,size,"instructions,package",,"installation,size,instructions,package",NEGATIVE
1,"randycw: i find this to be a pretty good product. the installation wasn't too difficult, although it did take several hours.when the rack has near 200 lbs on it the difficulty in cranking it upward is fairly high. i have overcome this by leaving the plastic handle off of the bottom and attaching a heavy duty drill in its place. the drill make raising and lowering the platform a breeze.i do wish it came with longer cables. my garage ceiling is a bit tall so in the lift's current setup when it is fully lowered it is still 3.5 - 4 feet off of the ground. i will eventually replace the the provided cables with longer ones.","installation,",,"high,heavy,lowering,longer,tall,lowered,feet",,plastic,"installation,high,heavy,lowering,longer,tall,lowered,feet,plastic",POSITIVE
